Intensity	Wavelength (Å)	Spectrum	Reference	Nominal Q	Volume (Log_1000(Q))
  150 P	7,311	F  I	 L49	150	0.73
1	7,312	Ar I	 N73	1	0.00
1	7,316	Ar I	 N73	1	0.00
300	7,319	Pa I	 BW92b	300	0.83
700	7,326	Ca I	 R68	700	0.95
50	7,332	F  I	 L49	50	0.57
  150 c,w	7,334	La I	 MCS75	150	0.73
70	7,339	Xe II	 H39	70	0.62
150	7,344	Ne II	 P71	150	0.73
500	7,346	Cd I	 BA56	500	0.90
6	7,347	Hg II	 SR01	6	0.26
  130 P	7,349	Br I	 T63	130	0.70
   20 c	7,351	In II	 PC38	20	0.43
2	7,353	Ar I	 N73	2	0.10
 1000 P,l	7,368	Pa I	 BW92b	1000	1.00
12	7,370	Eu II	 MCS75	12	0.36
6	7,372	Ar I	 N73	6	0.26
7	7,380	Ar II	 N73	7	0.28
300	7,384	Ar I	 N73	300	0.83
10	7,386	Xe I	 HM33	10	0.33
2	7,388	Mg I	 KM91a	2	0.10
15	7,392	Ba I	 KL99	15	0.39
1	7,393	Ar I	 N73	1	0.00
15	7,394	Xe I	 HM33	15	0.39
1000	7,394	Bk I	 WC78	1000	1.00
90	7,398	Ce I	 BWCC91	90	0.65
  100 P	7,399	F  I	 L49	100	0.67
6	7,400	Cr I	 K53	6	0.26
70	7,402	I  I	 KC59	70	0.62
700	7,404	Cu II	 R69	700	0.95
   90 P	7,406	Si I	 MKMD94	90	0.65
130	7,407	Kr II	 DHM33	130	0.70
2	7,408	Rb I	 B59	2	0.10
50	7,409	Si I	 RA65	50	0.57
25	7,414	Cl I	 RK69	25	0.47
60	7,416	Si I	 RA65	60	0.59
  100 P	7,423	Si I	 RA65	100	0.67
150	7,424	N  I	 M75a	150	0.73
10	7,426	Kr I	 KH69	10	0.33
40	7,426	F  I	 L49	40	0.53
5	7,427	Eu II	 MCS75	5	0.23
40	7,429	Th I	 PE83	40	0.53
1	7,435	Ar I	 N73	1	0.00
70	7,436	Kr II	 DHM33	70	0.62
  200 P	7,442	N  I	 M75a	200	0.77
 1000 P	7,450	Rn I	 R33	1000	1.00
60	7,452	Tc I	 BMC67	60	0.59
8	7,462	Cr I	 K53	8	0.30
  200 P	7,468	N  I	 M75a	200	0.77
70	7,469	I  I	 KC59	70	0.62
9	7,470	Er I	 MCS75	9	0.32
  300 h	7,472	Pa I	 BW92b	300	0.83
30	7,472	Ne I	 SS04	30	0.49
50	7,479	Zn II	 GL00	50	0.57
20	7,483	F  I	 L49	20	0.43
15	7,487	Kr I	 KH69	15	0.39
25	7,488	Ba I	 KL99	25	0.47
300	7,489	Ne I	 SS04	300	0.83
25	7,489	F  I	 L49	25	0.47
100	7,492	Ne II	 P71	100	0.67
 1000 P,h	7,493	Pa I	 BW92b	1000	1.00
  600 P	7,504	Ar I	 N73	600	0.93
50	7,511	Au I	 ED71	50	0.57
  500 P	7,513	Br I	 T63	500	0.90
400	7,515	Ar I	 N73	400	0.87
150	7,523	Ne II	 P71	150	0.73
100	7,524	Kr II	 DHM33	100	0.67
300	7,536	Ne I	 SS04	300	0.83
120	7,539	La I	 MCS75	120	0.69
80	7,540	Tc I	 BMC67	80	0.63
130	7,544	Ne I	 SS04	130	0.70
   60 P	7,547	Cl I	 RK69	60	0.59
100	7,548	Xe II	 H39	100	0.67
50	7,552	F  I	 L49	50	0.57
15	7,555	Ho I	 MCS75	15	0.39
  300 h	7,558	Pa I	 BW92b	300	0.83
14	7,558	Tm I	 SMC73	14	0.38
50	7,559	Pb II	 S75	50	0.57
500	7,573	Pu I	 BFG84	500	0.90
50	7,573	F  I	 L49	50	0.57
  150 P	7,579	S  II	 KM93	150	0.73
15	7,584	Eu I	 MCS75	15	0.39
20	7,585	Xe I	 HM33	20	0.43
150	7,587	Kr I	 K93	150	0.73
60	7,588	Zn II	 GL00	60	0.59
300	7,601	Ca II	 R68	300	0.83
300	7,602	Kr I	 K93	300	0.83
70	7,607	F  I	 L49	70	0.62
 1000 P,h	7,608	Pa I	 BW92b	1000	1.00
   40 c	7,609	Cs I	 K62b	40	0.53
25	7,619	Xe II	 H39	25	0.47
    2 l	7,619	Rb I	 B59	2	0.10
150	7,624	Hf I	 MCS75	150	0.73
 1000 P	7,627	Pa I	 BW92b	1000	1.00
  120 P	7,630	S  II	 KM93	120	0.69
50	7,633	Pb II	 S75	50	0.57
  700 P	7,635	Ar I	 N73	700	0.95
 1000 P,s	7,635	Pa I	 BW92b	1000	1.00
50	7,641	Kr II	 DHM33	50	0.57
50	7,642	Xe I	 HM33	50	0.57
10	7,644	Xe I	 HM33	10	0.33
50	7,647	Th I	 PE83	50	0.57
500	7,652	Cu II	 R69	500	0.90
3	7,658	Mg I	 KM91a	3	0.16
3	7,659	Mg I	 KM91a	3	0.16
3	7,660	Mg I	 KM91a	3	0.16
700	7,665	Cu II	 R69	700	0.95
 1000 P	7,665	K  I	 E99	1000	1.00
 1000 P	7,669	Pa I	 BW92b	1000	1.00
70	7,671	Xe II	 H39	70	0.62
   80 P	7,672	Ba I	 KL99	80	0.63
12	7,672	Cl I	 RK69	12	0.36
300	7,679	Pa I	 BW92b	300	0.83
150	7,685	Kr I	 K93	150	0.73
   30 P	7,688	Ag I	 PZ01	30	0.49
2	7,692	Mg I	 KM91a	2	0.10
200	7,695	Kr I	 K93	200	0.77
 1000 P	7,699	K  I	 E99	1000	1.00
   40 P	7,699	Yb I	 MT78	40	0.53
40	7,718	Cl I	 RK69	40	0.53
 1000 P	7,720	Cm I	 WHGC76	1000	1.00
400	7,724	Ar I	 N73	400	0.87
300	7,724	Ar I	 N73	300	0.83
1	7,725	Ne I	 SS04	1	0.00
40	7,732	Zn II	 GL00	40	0.53
  300 P,l	7,735	Np I	 FTBC76	300	0.83
80	7,736	Kr II	 DHM33	80	0.63
   12 c	7,741	In II	 PC38	12	0.36
120	7,741	Ne II	 P71	120	0.69
15	7,741	Sn II	 B64	15	0.39
   50 P	7,745	Cl I	 RK69	50	0.57
70	7,747	Rn I	 R33	70	0.62
25	7,747	Kr I	 KH69	25	0.47
 1000 P,h	7,749	Pa I	 BW92b	1000	1.00
  200 P	7,755	F  I	 L49	200	0.77
3	7,758	Rb I	 B59	3	0.16
1	7,759	Rb I	 B59	1	0.00
  300 P,l	7,766	Np I	 FTBC76	300	0.83
11	7,769	Cl I	 RK69	11	0.35
  300 P	7,772	O  I	 M75b	300	0.83
  250 P	7,774	O  I	 M75b	250	0.80
  250 P	7,775	O  I	 M75b	250	0.80
500	7,779	Cu II	 R69	500	0.90
50	7,780	Ba I	 KL99	50	0.57
20	7,787	Xe II	 H39	20	0.43
  300 P,l	7,791	Np I	 FTBC76	300	0.83
800	7,792	Ga II	 IL85	800	0.97
   80 c	7,793	Tc I	 BMC67	80	0.63
  150 P	7,800	F  I	 L49	150	0.73
 1000 c,P	7,800	Rb I	 J61b	1000	1.00
10	7,803	Xe I	 HM33	10	0.33
  400 P	7,803	Br I	 T63	400	0.87
500	7,805	Cu II	 R69	500	0.90
1000	7,808	Cu II	 R69	1000	1.00
1	7,810	Na I	 R56	1	0.00
  300 P	7,810	Rn I	 R33	300	0.83
1	7,816	He I	 M60a	1	0.00
80	7,818	Tc I	 BMC67	80	0.63
11	7,821	Cl I	 RK69	11	0.35
700	7,826	Cu II	 R69	700	0.95
8	7,831	Cl I	 RK69	8	0.30
30	7,836	Al I	 KM91b	30	0.49
200	7,838	Ra I	 R34b	200	0.77
2	7,839	Ne I	 SS04	2	0.10
140	7,845	Hf I	 MCS75	140	0.72
50	7,849	Si II	 S61b	50	0.57
70	7,850	Si II	 S61b	70	0.62
25	7,853	Cs II	 S81	25	0.47
130	7,855	Kr I	 K93	130	0.70
  200 l	7,866	Ac I	 MFT57	200	0.77
300	7,873	Pa I	 BW92b	300	0.83
12	7,877	Mg II	 KM91a	12	0.36
15	7,878	Cl I	 RK69	15	0.39
10	7,881	Xe I	 HM33	10	0.33
30	7,887	Xe I	 HM33	30	0.49
13	7,896	Mg II	 KM91a	13	0.37
12	7,899	Cl I	 RK69	12	0.36
500	7,903	Cu II	 R69	500	0.90
 1000 s	7,904	Bk I	 WC78	1000	1.00
25	7,906	Ba I	 KL99	25	0.47
12	7,911	Ba I	 KL99	12	0.36
30	7,913	Kr I	 K93	30	0.49
9	7,915	Cl I	 RK69	9	0.32
100	7,924	S  I	 KM93	100	0.67
15	7,925	Cl I	 RK69	15	0.39
120	7,926	Ne II	 P71	120	0.69
3	7,927	Ne I	 SS04	3	0.16
30	7,929	Kr I	 K93	30	0.49
25	7,932	Si I	 RA65	25	0.47
150	7,933	Cu I	 S48	150	0.73
70	7,933	Kr II	 DHM33	70	0.62
10	7,934	Cl I	 RK69	10	0.33
8	7,935	Cl I	 RK69	8	0.30
13	7,937	Ne I	 SS04	13	0.37
  400 P,c	7,939	Br I	 T63	400	0.87
80	7,943	Ne I	 SS04	80	0.63
50	7,944	Cs I	 K62b	50	0.57
30	7,944	Si I	 RA65	30	0.49
  250 P	7,945	Hg II	 SR01	250	0.80
  300 l	7,946	Pa I	 BW92b	300	0.83
  500 c,P	7,948	Rb I	 J61b	500	0.90
  600 P	7,948	Ar I	 N73	600	0.93
200	7,955	K  I	 R56	200	0.77
150	7,957	K  I	 R56	150	0.73
250	7,963	Po I	 C66a	250	0.80
50	7,967	Xe I	 HM33	50	0.57
   80 P	7,967	S  II	 KM93	80	0.63
40	7,974	Kr II	 DHM33	40	0.53
130	7,979	Br I	 T63	130	0.70
40	7,979	Th I	 PE83	40	0.53
15	7,982	Kr I	 KH69	15	0.39
800	7,988	Cu II	 R69	800	0.97
400	7,990	Br I	 T63	400	0.87
110	7,995	Hf I	 MCS75	110	0.68
200	7,997	Cs II	 S81	200	0.77
14	7,998	Cl I	 RK69	14	0.38
300	8,001	Se I	 RG34	300	0.83
  600 P	8,006	Ar I	 N73	600	0.93
20	8,013	Cs II	 S81	20	0.43
  700 P	8,015	Ar I	 N73	700	0.95
11	8,016	Cl I	 RK69	11	0.35
60	8,016	Cs I	 EW70	60	0.59
80	8,016	F  II	 P69	80	0.63
  250 P	8,020	Ra II	 R34a	250	0.80
9	8,026	Ce II	 C73	9	0.32
10	8,030	Xe I	 HM33	10	0.33
 1000 P	8,039	Pa I	 BW92b	1000	1.00
  130 P	8,044	I  I	 KC59	130	0.70
   80 c	8,047	Cs II	 S81	80	0.63
70	8,049	Rn I	 R33	70	0.62
20	8,057	Xe I	 HM33	20	0.43
250	8,060	Kr I	 K93	250	0.80
15	8,061	Xe I	 HM33	15	0.39
  250 P	8,070	Zr I	 J98	250	0.80
300	8,078	K  I	 R56	300	0.83
8	8,079	Cs I	 EW70	8	0.30
70	8,079	Cs I	 EW70	70	0.62
250	8,080	K  I	 R56	250	0.80
60	8,082	Ne I	 SS04	60	0.59
100	8,084	Ne II	 P71	100	0.67
8	8,085	Cl I	 RK69	8	0.30
11	8,086	Cl I	 RK69	11	0.35
100	8,086	La I	 MCS75	100	0.67
15	8,087	Cl I	 RK69	15	0.39
200	8,093	Cu I	 S48	200	0.77
150	8,097	Ni II	 S70	150	0.73
  300 P	8,100	Rn I	 R33	300	0.83
 1000 P,h	8,100	Pa I	 BW92b	1000	1.00
10	8,102	Xe I	 HM33	10	0.33
  600 P	8,104	Ar I	 N73	600	0.93
  700 P	8,104	Kr I	 K93	700	0.95
 1000 P	8,113	Kr I	 K93	1000	1.00
20	8,114	Sn I	 B64	20	0.43
 1000 P	8,115	Ar I	 N73	1000	1.00
40	8,119	Ne I	 SS04	40	0.53
60	8,120	Ce I	 BWCC91	60	0.59
120	8,121	Ni II	 S70	120	0.69
  150 P	8,126	Li I	 REB95	150	0.73
  300 P	8,126	Li I	 REB95	300	0.83
12	8,129	Ne I	 SS04	12	0.36
6	8,129	F  I	 L49	6	0.26
400	8,132	Br I	 T63	400	0.87
10	8,133	Kr I	 KH69	10	0.33
110	8,133	Zr I	 J98	110	0.68
170	8,136	Ne I	 SS04	170	0.74
 1000 P	8,141	Cf I	 RCWM80	1000	1.00
   50 h	8,152	Xe II	 H39	50	0.57
130	8,154	Br I	 T63	130	0.70
300	8,154	Br I	 T63	300	0.83
	8,169	Fr I	 ABDJ90	#N/A	#N/A
10	8,171	Xe I	 HM33	10	0.33
6	8,179	F  I	 L49	6	0.26
   60 P	8,183	Na I	 R56	60	0.59
90	8,185	N  I	 M75a	90	0.65
90	8,188	N  I	 M75a	90	0.65
  500 P	8,190	Kr I	 K93	500	0.90
12	8,194	Cl I	 RK69	12	0.36
   10 P	8,195	Na I	 R56	10	0.33
  110 P	8,195	Na I	 R56	110	0.68
 1000 P	8,199	Pa I	 BW92b	1000	1.00
11	8,199	Cl I	 RK69	11	0.35
11	8,200	Cl I	 RK69	11	0.35
400	8,202	Ca II	 ER56	400	0.87
70	8,203	Kr II	 DHM33	70	0.62
70	8,206	Xe I	 HM33	70	0.62
9	8,210	Ba I	 KL99	9	0.32
   90 P	8,212	Cl I	 RK69	90	0.65
30	8,213	Tb I	 MCS75	30	0.49
80	8,213	Zr I	 J98	80	0.63
3	8,213	Mg I	 KM91a	3	0.16
10	8,214	Mg II	 KM91a	10	0.33
25	8,215	F  I	 L49	25	0.47
140	8,216	N  I	 M75a	140	0.72
13	8,218	Kr I	 KH69	13	0.37
15	8,220	Cl I	 RK69	15	0.39
  100 P	8,222	Cl I	 RK69	100	0.67
130	8,222	O  I	 M75b	130	0.70
90	8,223	N  I	 M75a	90	0.65
7	8,225	Pt I	 MCS75	7	0.28
   13 c	8,227	In II	 PC38	13	0.37
30	8,231	F  I	 L49	30	0.49
 1000 P	8,232	Xe I	 HP70b	1000	1.00
11	8,235	Mg II	 KM91a	11	0.35
50	8,240	I  I	 KC59	50	0.57
1000	8,242	Cf II	 RCWM80	1000	1.00
90	8,242	N  I	 M75a	90	0.65
500	8,249	Ca II	 ER56	500	0.90
400	8,250	K  I	 R56	400	0.87
300	8,252	K  I	 R56	300	0.83
    4 P	8,254	Be I	 KM97	4	0.20
30	8,259	Ne I	 SS04	30	0.49
  500 P	8,263	Kr I	 K93	500	0.90
300	8,265	Ar I	 N73	300	0.83
100	8,265	Ne II	 P71	100	0.67
200	8,265	Br I	 T63	200	0.77
70	8,266	Ne I	 SS04	70	0.62
50	8,267	Xe I	 HM33	50	0.57
10	8,267	Ne I	 SS04	10	0.33
  300 P	8,271	Rn I	 R33	300	0.83
 1000 P	8,272	Pa I	 BW92b	1000	1.00
15	8,272	Kr I	 KH69	15	0.39
 1000 P,c	8,272	Br I	 T63	1000	1.00
   50 P	8,274	Ag I	 PZ01	50	0.57
  700 P	8,280	Xe I	 HP70b	700	0.95
250	8,281	Kr I	 K93	250	0.80
500	8,283	Cu II	 R69	500	0.90
  800 P	8,298	Kr I	 K93	800	0.97
20	8,299	F  I	 L49	20	0.43
300	8,300	Ne I	 SS04	300	0.83
500	8,310	Pu I	 BFG84	500	0.90
  120 P	8,315	S  II	 KM93	120	0.69
100	8,315	Ne II	 P71	100	0.67
120	8,325	La I	 MCS75	120	0.69
50	8,330	Th I	 PE83	50	0.57
   90 P	8,333	Cl I	 RK69	90	0.65
1000	8,334	Cf II	 RCWM80	1000	1.00
250	8,335	Br I	 T63	250	0.80
  250 P	8,335	C  I	 J66	250	0.80
  300 P,l	8,339	Np I	 FTBC76	300	0.83
  130 P	8,344	Br I	 T63	130	0.70
2	8,346	Mg I	 KM91a	2	0.10
130	8,347	La I	 MCS75	130	0.70
200	8,347	Xe I	 HP70b	200	0.77
30	8,347	Xe II	 H39	30	0.49
  300 s	8,359	Pa I	 BW92b	300	0.83
2	8,362	He I	 M60a	2	0.10
50	8,366	Ne I	 SS04	50	0.57
  300 s	8,370	Pa I	 BW92b	300	0.83
100	8,372	Ne II	 P71	100	0.67
 1000 P	8,373	Np I	 FTBC76	1000	1.00
  500 P	8,376	Cl I	 RK69	500	0.90
  800 P	8,378	Ne I	 SS04	800	0.97
120	8,390	K  I	 R56	120	0.69
	8,391	K  I	 R56	#N/A	#N/A
1	8,392	Ar I	 M73	1	0.00
 1000 P	8,392	Cm I	 WHGC76	1000	1.00
  130 c	8,393	I  I	 KC59	130	0.70
50	8,396	Pb II	 WRSH74	50	0.57
400	8,408	Ar I	 N73	400	0.87
200	8,409	Xe I	 HP70b	200	0.77
15	8,412	Kr I	 KH69	15	0.39
30	8,417	Ne I	 SS04	30	0.49
80	8,418	K  I	 R56	80	0.63
250	8,418	Ne I	 SS04	250	0.80
40	8,420	K  I	 R56	40	0.53
20	8,423	Sn I	 B64	20	0.43
1000	8,423	Cf II	 RCWM80	1000	1.00
600	8,425	Ar I	 N73	600	0.93
20	8,427	Ti I	 F91	20	0.43
   80 P	8,428	Cl I	 RK69	80	0.63
60	8,435	Ti I	 F91	60	0.59
30	8,436	Ti I	 F91	30	0.49
30	8,439	N  II	 M75a	30	0.49
  300 h	8,441	Pa I	 BW92b	300	0.83
  250 P	8,446	O  I	 M75b	250	0.80
  300 P	8,446	O  I	 M75b	300	0.83
  500 P	8,447	Br I	 T63	500	0.90
  300 P	8,447	O  I	 M75b	300	0.83
40	8,463	Ne I	 SS04	40	0.53
11	8,467	Cl I	 RK69	11	0.35
13	8,484	Ne I	 SS04	13	0.37
700	8,495	Ne I	 SS04	700	0.95
50	8,496	Ce I	 BWCC91	50	0.57
600	8,498	Ca II	 ER56	600	0.93
400	8,503	K  I	 R56	400	0.87
400	8,505	K  I	 R56	400	0.87
  500 P	8,509	Kr I	 K93	500	0.90
500	8,511	Cu II	 R69	500	0.90
   15 h	8,515	Xe II	 H39	15	0.39
70	8,521	Rn I	 R33	70	0.62
 1000 P,c	8,521	Cs I	 EJN64	1000	1.00
400	8,521	Ar I	 N73	400	0.87
 1000 P	8,530	Np I	 FTBC76	1000	1.00
300	8,532	Bi II	 CM34	300	0.83
 1000 P,h	8,533	Pa I	 BW92b	1000	1.00
  700 P	8,542	Ca II	 ER56	700	0.95
15	8,545	Ne I	 SS04	15	0.39
90	8,545	La I	 MCS75	90	0.65
11	8,550	Cl I	 RK69	11	0.35
30	8,553	Sn I	 B64	30	0.49
25	8,557	Si I	 BE93	25	0.47
   60 P	8,560	Ba I	 KL99	60	0.59
120	8,568	N  I	 M75a	120	0.69
1000	8,569	Cf II	 RCWM80	1000	1.00
30	8,571	Ne I	 SS04	30	0.49
 1000 P,s	8,573	Pa I	 BW92b	1000	1.00
  100 P	8,575	Cl I	 RK69	100	0.67
20	8,576	Xe I	 HM33	20	0.43
  400 P	8,586	Cl I	 RK69	400	0.87
400	8,591	Ne I	 SS04	400	0.87
140	8,594	N  I	 M75a	140	0.72
  300 P	8,600	Rn I	 R33	300	0.83
20	8,604	Rb II	 R75	20	0.43
   15 h	8,604	Xe II	 H39	15	0.39
25	8,608	U  I	 PKE80	25	0.47
15	8,608	Cs II	 S81	15	0.39
150	8,629	N  I	 M75a	150	0.73
 1000 P	8,630	Pu I	 BFG84	1000	1.00
350	8,635	Ne I	 SS04	350	0.85
250	8,639	Br I	 T63	250	0.80
  300 h	8,640	Pa I	 BW92b	300	0.83
60	8,647	Ne I	 SS04	60	0.59
25	8,649	Xe I	 HM33	25	0.47
1	8,650	Na I	 R56	1	0.00
1	8,651	Na I	 R56	1	0.00
  300 h	8,654	Pa I	 BW92b	300	0.83
  600 P	8,654	Ne I	 SS04	600	0.93
80	8,656	Ne I	 SS04	80	0.63
120	8,656	N  I	 M75a	120	0.69
  700 P	8,662	Ca II	 ER56	700	0.95
130	8,668	Ar I	 N73	130	0.70
100	8,668	Ne II	 P71	100	0.67
50	8,676	Rn I	 R33	50	0.57
130	8,679	Ne I	 SS04	130	0.70
  150 P	8,680	N  I	 M75a	150	0.73
150	8,682	Ne I	 SS04	150	0.73
  150 P	8,683	N  I	 M75a	150	0.73
120	8,686	N  I	 M75a	120	0.69
20	8,686	Cl I	 RK69	20	0.43
4	8,689	Sr II	 NOL73	4	0.20
7	8,691	U  I	 PKE80	7	0.28
10	8,692	Xe I	 HM33	10	0.33
40	8,695	S  I	 KM93	40	0.53
  300 s	8,696	Np I	 FTBC76	300	0.83
20	8,697	Xe I	 HM33	20	0.43
120	8,703	N  I	 M75a	120	0.69
30	8,704	Ne I	 SS04	30	0.49
140	8,712	N  I	 M75a	140	0.72
2	8,713	Mg I	 KM91a	2	0.10
   15 h	8,716	Xe II	 H39	15	0.39
2	8,718	Mg I	 KM91a	2	0.10
120	8,719	N  I	 M75a	120	0.69
10	8,735	Mg II	 KM91a	10	0.33
 1000 P	8,735	Pa I	 BW92b	1000	1.00
3	8,736	Mg I	 KM91a	3	0.16
30	8,739	Xe I	 HM33	30	0.49
30	8,742	P  I	 S80	30	0.49
11	8,746	Mg II	 KM91a	11	0.35
9	8,758	U  I	 PKE80	9	0.32
120	8,758	Te I	 MV75	120	0.69
10	8,758	Xe I	 HM33	10	0.33
  250 P,c	8,761	Cs I	 EJN64	250	0.80
150	8,764	K  I	 R56	150	0.73
25	8,764	Kr I	 KH69	25	0.47
120	8,767	K  I	 R56	120	0.69
100	8,772	Ne I	 SS04	100	0.67
7	8,772	Ar II	 N73	7	0.28
40	8,773	Al I	 KM91b	40	0.53
50	8,774	Al I	 KM91b	50	0.57
 1000 P	8,777	Kr I	 K93	1000	1.00
  600 P	8,781	Ne I	 SS04	600	0.93
  400 P	8,784	Ne I	 SS04	400	0.87
  130 c	8,793	Br I	 T63	130	0.70
5	8,801	Be I	 KM97	5	0.23
2	8,807	Mg I	 KM91a	2	0.10
  500 P	8,819	Xe I	 HP70b	500	0.90
200	8,820	Br I	 T63	200	0.77
10	8,824	Mg II	 KM91a	10	0.33
300	8,825	Br I	 T63	300	0.83
6	8,831	Ne I	 SS04	6	0.26
11	8,835	Mg II	 KM91a	11	0.35
5	8,850	Ar I	 M73	5	0.23
300	8,854	Ne I	 SS04	300	0.83
40	8,858	I  I	 KC59	40	0.53
30	8,862	Xe I	 HM33	30	0.49
20	8,865	Ne I	 SS04	20	0.43
150	8,866	Ne I	 SS04	150	0.73
400	8,898	Br I	 T63	400	0.87
500	8,902	K  I	 R56	500	0.90
500	8,904	K  I	 R56	500	0.90
  300 s	8,906	Np I	 FTBC76	300	0.83
20	8,909	Xe I	 HM33	20	0.43
400	8,912	Ca II	 ER56	400	0.87
11	8,913	Cl I	 RK69	11	0.35
8	8,915	Ba I	 KL99	8	0.30
300	8,919	Se I	 MV74	300	0.83
60	8,920	Ne I	 SS04	60	0.59
    4 h	8,923	Yb II	 M67	4	0.20
200	8,923	K  I	 R56	200	0.77
3	8,924	Mg I	 KM91a	3	0.16
150	8,925	K  I	 R56	150	0.73
500	8,927	Ca II	 ER56	500	0.90
300	8,929	Kr I	 K93	300	0.83
20	8,931	Xe I	 HM33	20	0.43
300	8,943	Np I	 FTBC76	300	0.83
 1000 P,c	8,943	Cs I	 EJN64	1000	1.00
15	8,948	Cl I	 RK69	15	0.39
100	8,952	Xe I	 HP70b	100	0.67
   70 P	8,968	Th I	 PE83	70	0.62
10	8,981	Xe I	 HM33	10	0.33
20	8,988	Xe I	 HM33	20	0.43
20	8,989	Ne I	 SS04	20	0.43
  300 s	9,005	Np I	 FTBC76	300	0.83
  300 l	9,006	Np I	 FTBC76	300	0.83
 1000 P,l	9,016	Np I	 FTBC76	1000	1.00
70	9,022	I  I	 KC59	70	0.62
10	9,039	Cl I	 RK69	10	0.33
12	9,045	Cl I	 RK69	12	0.36
40	9,045	Xe I	 HM33	40	0.53
40	9,048	Th I	 PE83	40	0.53
50	9,051	Pb II	 WRSH74	50	0.57
  200 P	9,058	I  I	 KC59	200	0.77
2	9,063	He I	 M60a	2	0.10
50	9,063	Pb II	 WRSH74	50	0.57
10	9,073	Cl I	 RK69	10	0.33
1	9,075	Ar I	 N73	1	0.00
100	9,079	Ne II	 P71	100	0.67
220	9,095	C  I	 J66	220	0.78
150	9,112	C  I	 J66	150	0.73
150	9,114	I  I	 KC59	150	0.73
40	9,121	Cl I	 RK69	40	0.53
 1000 P	9,123	Ar I	 N73	1000	1.00
700	9,130	Tl II	 ES36	700	0.95
1	9,131	Tl I	 MM52	1	0.00
  300 l	9,141	Np I	 FTBC76	300	0.83
120	9,149	Ne I	 SS04	120	0.69
1	9,154	Na I	 R56	1	0.00
50	9,163	Xe I	 HM33	50	0.57
400	9,166	Br I	 T63	400	0.87
10	9,168	Xe I	 HM33	10	0.33
  300 P	9,172	Cs I	 EJN64	300	0.83
200	9,174	Br I	 T63	200	0.77
250	9,178	Br I	 T63	250	0.80
15	9,192	Cl I	 RK69	15	0.39
50	9,194	P  I	 S80	50	0.57
15	9,195	Ar I	 N73	15	0.39
90	9,202	Ne I	 SS04	90	0.65
90	9,209	Cs I	 EJN64	90	0.65
2	9,210	He I	 M60a	2	0.10
  150 P	9,213	S  I	 KM93	150	0.73
   12 w	9,213	In II	 PC38	12	0.36
500	9,214	Ca II	 R68	500	0.90
14	9,218	Mg II	 KM91a	14	0.38
60	9,220	Ne I	 SS04	60	0.59
   30 c	9,221	Cs II	 S81	30	0.49
20	9,222	Ne I	 SS04	20	0.43
400	9,224	Ar I	 N73	400	0.87
20	9,227	Ne I	 SS04	20	0.43
  100 P	9,228	S  I	 KM93	100	0.67
 1000 l	9,229	Cf I	 RCWM80	1000	1.00
   80 P	9,238	S  I	 KM93	80	0.63
150	9,238	Kr II	 DHM33	150	0.73
13	9,244	Mg II	 KM91a	13	0.37
2	9,246	Mg I	 KM91a	2	0.10
5	9,256	Mg I	 KM91a	5	0.23
150	9,261	O  I	 M75b	150	0.73
150	9,261	O  I	 M75b	150	0.73
150	9,261	O  I	 M75b	150	0.73
130	9,263	O  I	 M75b	130	0.70
200	9,263	O  I	 M75b	200	0.77
200	9,263	O  I	 M75b	200	0.77
500	9,265	Br I	 T63	500	0.90
150	9,266	O  I	 M75b	150	0.73
  200 P	9,266	O  I	 M75b	200	0.77
9	9,276	Ne I	 SS04	9	0.32
30	9,279	P  I	 S80	30	0.49
200	9,288	Ne II	 P71	200	0.77
20	9,289	Cl I	 RK69	20	0.43
11	9,292	Ar I	 N73	11	0.35
  150 h,l	9,294	Kr II	 DHM33	150	0.73
80	9,301	Ne I	 SS04	80	0.63
70	9,305	P  I	 S80	70	0.62
8	9,311	Ne I	 SS04	8	0.30
400	9,312	Ca II	 R68	400	0.87
30	9,314	Ne I	 SS04	30	0.49
400	9,320	Ca II	 R68	400	0.87
500	9,321	Ca II	 R68	500	0.90
200	9,321	Br I	 T63	200	0.77
   70 h	9,321	Kr II	 DHM33	70	0.62
30	9,324	P  I	 S80	30	0.49
70	9,327	Ne I	 SS04	70	0.62
150	9,327	Rn I	 R33	150	0.73
   10 d	9,328	Mg II	 KM91a	10	0.33
1000	9,338	Cf I	 RCWM80	1000	1.00
10	9,341	Mg II	 KM91a	10	0.33
300	9,347	K  I	 R56	300	0.83
120	9,349	K  I	 R56	120	0.69
250	9,352	K  I	 R56	250	0.80
50	9,354	Ar I	 N73	50	0.57
100	9,362	Kr II	 DHM33	100	0.67
15	9,362	Kr I	 KH69	15	0.39
50	9,370	Ba I	 KL99	50	0.57
    3 h	9,370	In I	 JL67	3	0.16
15	9,373	Ne I	 SS04	15	0.39
10	9,375	Xe I	 HM33	10	0.33
  300 P,s	9,379	Np I	 FTBC76	300	0.83
120	9,387	N  I	 M75a	120	0.69
140	9,393	N  I	 M75a	140	0.72
   70 h	9,403	Kr II	 DHM33	70	0.62
  400 P	9,406	C  I	 J66	400	0.87
4	9,415	Mg I	 KM91a	4	0.20
500	9,417	Ca I	 R68	500	0.90
50	9,425	Ne I	 SS04	50	0.57
50	9,427	I  I	 KC59	50	0.57
40	9,427	I  I	 KC59	40	0.53
 1000 s	9,429	Bk I	 CWBC77	1000	1.00
3	9,430	Mg I	 KM91a	3	0.16
